Cell_Identity(CI),Downlink_Traffic,LAC,Duration,RAT,Uplink_Traffic,Latency,Throughput,Offloading_Decision
2231,450,42241,56,1,612,56,18.96428571,Mobile Device
2231,860,42241,37,1,1238,37,56.7027027,Mobile Device
2231,491,42241,38,1,1387,38,49.42105263,Mobile Device
2231,450,42241,38,1,1089,38,40.5,Mobile Device
2231,579,42241,7,1,1801,7,340,Mobile Device
2231,506,42241,2,1,784,2,645,Mobile Device
2231,198,42241,43,1,353,43,12.81395349,Mobile Device
2231,485,42241,7,1,826,7,187.2857143,Mobile Device
2231,538,42241,52,1,1749,52,43.98076923,Mobile Device
37903,1486,20854,1,2,2062,1,3548,Mobile Device
2231,448,42241,87,1,655,87,12.67816092,Mobile Device
2231,654,42241,88,1,1798,88,27.86363636,Mobile Device
37903,0,20854,0,2,76,0,1099823,Mobile Device
2231,774,42241,4,1,990,4,441,Mobile Device
2231,569,42241,43,1,590,43,26.95348837,Mobile Device
56301,0,20854,19,2,160,19,8.421052632,Mobile Device
2231,4941,42241,6,1,1273,11.580157,536.6075779,Edge Cloud
63272,578,20844,154,2,718,154,8.415584416,Mobile Device
2231,1040,42241,87,1,997,92.982476,21.90735381,Edge Cloud
37903,5131,20854,2,2,694,7.420373,785.0009696,Edge Cloud
48388,0,42278,0,1,60,0,1099823,Mobile Device
22171,2007,42580,3060,1,2289,3060,1.403921569,Mobile Device
56301,0,20854,20,2,160,20,8,Mobile Device
56301,0,20854,14,2,300,14,21.42857143,Mobile Device
49409,262,42278,0,1,346,0,1099823,Mobile Device
56301,0,20854,21,2,200,21,9.523809524,Mobile Device
39561,0,42258,0,1,40,0,1099823,Mobile Device
2231,132,42241,44,1,528,44,15,Mobile Device
13313,439,42277,0,1,674,0,1099823,Mobile Device
2231,0,42241,6,1,240,6,40,Mobile Device
18732,4651,42264,3,1,2411,8.830318,799.7446978,Edge Cloud
37903,14882,20854,17,2,1249,22.429,719.2028178,Edge Cloud
13313,439,42277,0,1,605,0,1099823,Mobile Device
56301,0,20854,22,2,200,22,9.090909091,Mobile Device
10223,80,42266,0,1,64,5.002567,28.78522167,Edge Cloud
39561,201,42258,42,1,332,42,12.69047619,Mobile Device
2231,0,42241,7,1,240,7,34.28571429,Mobile Device
39561,1040,42258,33,1,1231,33,68.81818182,Mobile Device
983,284,42266,2,1,160,7.62255,58.24822402,Edge Cloud
2231,0,42241,7,1,240,7,34.28571429,Mobile Device
39561,427,42258,46,1,1025,46,31.56521739,Mobile Device
39561,201,42258,43,1,308,43,11.8372093,Mobile Device
49409,3429,42278,3,1,5105,3,2844.666667,Mobile Device
10223,42,42266,0,1,82,0,1099823,Mobile Device
39561,0,42258,0,1,40,0,1099823,Mobile Device
49409,13354,42278,3,1,1453,8.45002,1752.303545,Edge Cloud
983,184,42266,0,1,125,7.342661,42.08283618,Edge Cloud
39561,1006,42258,42,1,2626,42,86.47619048,Mobile Device
56301,0,20854,23,2,200,23,8.695652174,Mobile Device
26289,0,42257,0,1,60,0,1099823,Mobile Device
2231,0,42241,7,1,240,7,34.28571429,Mobile Device
56301,0,20854,24,2,240,24,10,Mobile Device
11731,2539,42294,3,1,2780,3,1773,Mobile Device
39561,0,42258,0,1,40,0,1099823,Mobile Device
983,0,42266,0,1,40,0,1099823,Mobile Device
56301,0,20854,25,2,240,25,9.6,Mobile Device
983,561,42266,1,1,485,6.493176,161.0921989,Edge Cloud
49409,2641,42278,4,1,1157,9.501236,399.7374657,Edge Cloud
16252,2368,42262,5,1,132,10.303633,242.6328655,Edge Cloud
37903,1358,20854,1,2,858,6.519756,339.8900204,Edge Cloud
983,1316,42266,1,1,1026,6.088908,384.6338293,Edge Cloud
16252,225,42262,0,1,129,24.569025,14.40838617,Edge Cloud
983,754,42266,0,1,566,5.797744,227.6747645,Edge Cloud
16252,0,42262,0,1,132,0,1099823,Mobile Device
56301,0,20854,26,2,240,26,9.230769231,Mobile Device
13313,302,42277,30,1,668,30,32.33333333,Mobile Device
49409,0,42278,0,1,60,0,1099823,Mobile Device
11475,624,42257,0,1,376,7.685921,130.1080248,Edge Cloud
11475,430,42257,10,1,330,15.840342,47.97876207,Edge Cloud
48388,395,42278,0,1,277,33.92733,19.80704052,Edge Cloud
49409,21968,42278,16,1,1631,21.59839,1092.627738,Edge Cloud
56301,0,20854,26,2,240,26,9.230769231,Mobile Device
2231,40,42241,6,1,80,6,20,Mobile Device
2231,40,42241,6,1,80,6,20,Mobile Device
37903,258,20854,8,2,453,8,88.875,Mobile Device
44983,0,20852,0,2,40,0,1099823,Mobile Device
39561,0,42258,12,1,240,12,20,Mobile Device
56301,0,20854,28,2,200,28,7.142857143,Mobile Device
11475,5667,42257,1,1,1367,6.857113,1025.796133,Edge Cloud
46068,22200,42274,1006,1,6331,1011.662093,28.20210444,Edge Cloud
56301,0,20854,28,2,240,28,8.571428571,Mobile Device
25923,2858,42250,5,1,6787,5,1929,Mobile Device
22171,598,42580,106,1,1249,106,17.4245283,Mobile Device
2231,0,42241,3,1,180,3,60,Mobile Device
2231,0,42241,3,1,180,3,60,Mobile Device
37903,373,20854,0,2,156,5.006619,105.6601271,Edge Cloud
56301,0,20854,29,2,240,29,8.275862069,Mobile Device
22171,47,42580,0,1,251,0,1099823,Mobile Device
59222,1134,42577,0,1,694,5.32353,343.3811775,Edge Cloud
37903,5708,20854,67,2,2020,72.842968,106.091229,Edge Cloud
23731,0,42265,14,1,300,14,21.42857143,Mobile Device
11731,2490,42294,3,1,3117,3,1869,Mobile Device
44983,1985,20852,1,2,877,6.281563,455.6190872,Edge Cloud
20682,151,42268,0,1,155,0,1099823,Mobile Device
37903,4524,20854,2,2,618,7.119083,722.2840357,Edge Cloud
25923,6395,42250,14,1,1245,19.762599,386.5888287,Edge Cloud
56301,0,20854,31,2,240,31,7.741935484,Mobile Device
56301,0,20854,31,2,200,31,6.451612903,Mobile Device
56301,0,20854,0,2,210,0,1099823,Mobile Device
56301,0,20854,0,2,210,0,1099823,Mobile Device
857,330,42270,0,1,127,55.378431,8.252310362,Edge Cloud
56301,0,20854,0,2,210,0,1099823,Mobile Device
2231,0,42241,0,1,120,0,1099823,Mobile Device
2231,2051,42241,0,1,1470,5.519954,637.8676344,Edge Cloud
56301,0,20854,32,2,240,32,7.5,Mobile Device
2231,0,42241,17,1,280,17,16.47058824,Mobile Device
2231,4043,42241,17,1,775,22.430764,214.7942888,Edge Cloud
2231,3975,42241,17,1,703,22.370219,209.117309,Edge Cloud
2231,0,42241,0,1,60,0,1099823,Mobile Device
49409,10547,42278,24,1,1461,29.895961,401.6596088,Edge Cloud
44291,1494,42243,18,1,1664,18,175.4444444,Mobile Device
4511,0,42266,0,1,52,0,1099823,Mobile Device
56301,844,20854,16,2,1108,16,122,Mobile Device
56301,348,20854,44,2,561,44,20.65909091,Mobile Device
56301,42,20854,0,2,82,0,1099823,Mobile Device
56301,1045,20854,33,2,756,38.919773,46.27467894,Edge Cloud
61462,472,42580,0,1,1377,0,1099823,Mobile Device
13313,427,42277,0,1,619,0,1099823,Mobile Device
19873,52,42262,0,1,52,0,1099823,Mobile Device
19463,31319,42264,48,1,16462,53.310624,896.2753841,Edge Cloud
59222,712,42577,151,1,1074,151,11.82781457,Mobile Device
15388,0,42276,0,1,52,0,1099823,Mobile Device
30185,0,42257,0,1,52,0,1099823,Mobile Device
56301,0,20854,35,2,240,35,6.857142857,Mobile Device
983,0,42266,9,1,80,9,8.888888889,Mobile Device
983,0,42266,9,1,80,9,8.888888889,Mobile Device
56301,533,20854,1,2,117,6.012152,108.1143657,Edge Cloud
56301,0,20854,36,2,240,36,6.666666667,Mobile Device
23731,0,42265,15,1,300,15,20,Mobile Device
15991,232,42241,3605,1,208,3610.436528,0.12186892,Edge Cloud
28387,359,9473,1,2,40,6.63862,60.1028527,Edge Cloud
857,9321,42270,5,1,4348,10.09034,1354.661984,Edge Cloud
29238,52,42241,0,1,52,0,1099823,Mobile Device
11731,2502,42294,4,1,4567,4,1767.25,Mobile Device
19463,204,42264,0,1,76,5.002951,55.9669683,Edge Cloud
56301,0,20854,37,2,240,37,6.486486486,Mobile Device
44291,439,42243,0,1,213,5.397502,120.7966204,Edge Cloud
37903,206,20854,7,2,413,7,88.42857143,Mobile Device
44983,258,20852,0,2,123,36.786044,10.35718872,Edge Cloud
13313,0,42277,0,1,488,0,1099823,Mobile Device
11132,92,42300,0,1,184,0,1099823,Mobile Device
56301,0,20854,0,2,40,0,1099823,Mobile Device
56301,0,20854,0,2,40,0,1099823,Mobile Device
44983,777,20852,0,2,1064,0,1099823,Mobile Device
56301,515,20854,1,2,1700,1,2215,Mobile Device
7482,1355,42275,0,1,512,45.137523,41.36248239,Edge Cloud
14271,428,9599,0,2,134,28.484751,19.72985476,Edge Cloud
11731,250,42294,0,1,67,5.004189,63.34692794,Edge Cloud
56301,362,20854,32,2,526,32,27.75,Mobile Device
56301,0,20854,0,2,40,0,1099823,Mobile Device
37113,0,20831,0,2,60,0,1099823,Mobile Device
23731,0,42265,0,1,60,0,1099823,Mobile Device
56301,0,20854,0,2,40,0,1099823,Mobile Device
40357,586,42247,60,1,1979,60,42.75,Mobile Device
37113,0,20831,0,2,40,0,1099823,Mobile Device
37113,0,20831,0,2,40,0,1099823,Mobile Device
7871,52,20853,0,2,104,0,1099823,Mobile Device
2231,573,42241,1,1,463,6.620183,156.4911423,Edge Cloud
55633,0,20831,11,2,1542,11,140.1818182,Mobile Device
56301,0,20854,0,2,40,0,1099823,Mobile Device
19873,0,42262,0,1,40,0,1099823,Mobile Device
37903,5131,20854,2,2,694,7.419506,785.0927002,Edge Cloud
56301,0,20854,0,2,40,0,1099823,Mobile Device
18732,0,42264,19,1,544,19,28.63157895,Mobile Device
18732,0,42264,1,1,128,1,128,Mobile Device
11731,2290,42294,2,1,2132,7.331479,603.1525153,Edge Cloud
19873,202,42262,0,1,78,5.002627,55.97059305,Edge Cloud
11731,1039,42294,4,1,1426,4,616.25,Mobile Device
44983,3592411,20852,313,2,77611,318.967829,11505.93153,Edge Cloud
37113,268,20831,2,2,344,2,306,Mobile Device
32031,135,42271,0,1,71,5.002722,41.17758292,Edge Cloud
11731,2438,42294,2,1,3117,2,2777.5,Mobile Device
21831,115,20850,4,2,342,4,114.25,Mobile Device
37113,317,20831,0,2,324,0,1099823,Mobile Device
48388,0,42278,13,1,300,13,23.07692308,Mobile Device
48388,0,42278,14,1,300,14,21.42857143,Mobile Device
48388,0,42278,0,1,60,0,1099823,Mobile Device
37113,84,20831,0,2,68,5.002273,30.38618644,Edge Cloud
18732,0,42264,3,1,256,3,85.33333333,Mobile Device
56301,0,20854,0,2,40,0,1099823,Mobile Device
56301,0,20854,0,2,40,0,1099823,Mobile Device
32031,838,42271,1,1,1392,1,2230,Mobile Device
56301,0,20854,0,2,40,0,1099823,Mobile Device
44983,466,20852,0,2,1643,0,1099823,Mobile Device
54527,40,42258,0,1,40,0,1099823,Mobile Device
54527,40,42258,0,1,40,0,1099823,Mobile Device
54527,40,42258,0,1,40,0,1099823,Mobile Device
14271,164,9599,3,2,272,3,145.3333333,Mobile Device
54527,40,42258,0,1,40,0,1099823,Mobile Device
54527,40,42258,0,1,40,0,1099823,Mobile Device
54527,80,42258,0,1,80,0,1099823,Mobile Device
63631,0,9472,0,2,52,0,1099823,Mobile Device
37903,1114,20854,16,2,440,21.279807,73.02697811,Edge Cloud
1441,68,42265,0,1,120,0,1099823,Mobile Device
26289,0,42257,15,1,300,15,20,Mobile Device
23731,0,42265,0,1,48,0,1099823,Mobile Device
16252,515,42262,0,1,692,0,1099823,Mobile Device
56301,0,20854,15,2,300,15,20,Mobile Device
1441,60,42265,0,1,100,0,1099823,Mobile Device
56301,60,20854,0,2,100,0,1099823,Mobile Device
37903,40,20854,0,2,441,0,1099823,Mobile Device
23731,0,42265,15,1,300,15,20,Mobile Device
37113,880,20831,6,2,1109,6,331.5,Mobile Device
18732,0,42264,7,1,448,7,64,Mobile Device
56301,0,20854,0,2,40,0,1099823,Mobile Device
14271,0,9599,0,2,325,0,1099823,Mobile Device
29238,239,42241,1,1,341,1,580,Mobile Device
54527,880,42258,427,1,1290,427,5.081967213,Mobile Device
56301,0,20854,0,2,210,0,1099823,Mobile Device
56301,0,20854,0,2,210,0,1099823,Mobile Device
16252,340,42262,2,1,1164,2,752,Mobile Device
14772,0,42274,9,1,180,9,20,Mobile Device
56301,0,20854,0,2,210,0,1099823,Mobile Device
10082,596,42240,0,1,386,9.625325,102.0225291,Edge Cloud
14772,0,42274,8,1,180,8,22.5,Mobile Device
11731,2490,42294,3,1,3221,3,1903.666667,Mobile Device
14772,652,42274,0,1,1043,0,1099823,Mobile Device
19463,10484,42264,11,1,4530,16.050156,935.4426212,Edge Cloud
23731,0,42265,15,1,300,15,20,Mobile Device
23731,342,42265,2,1,841,2,591.5,Mobile Device
29238,260,42241,1,1,561,1,821,Mobile Device
14772,0,42274,8,1,180,8,22.5,Mobile Device
48388,0,42278,15,1,300,15,20,Mobile Device
56301,0,20854,0,2,40,0,1099823,Mobile Device
1441,446,42265,3,1,508,3,318,Mobile Device
1441,1114,42265,1,1,2549,1,3663,Mobile Device
14772,491,42274,0,1,273,6.845074,111.6131104,Edge Cloud
13313,80,42277,0,1,455,0,1099823,Mobile Device
13313,80,42277,0,1,455,0,1099823,Mobile Device
56301,0,20854,0,2,40,0,1099823,Mobile Device
29,863,42250,0,1,611,16.739071,88.05745552,Edge Cloud
56301,584,20854,20,2,735,20,65.95,Mobile Device
56301,0,20854,0,2,40,0,1099823,Mobile Device
11475,126,42257,1,1,52,6.678393,26.6531185,Edge Cloud
7871,1759,20853,0,2,339,5.679607,369.3917555,Edge Cloud
22171,40,42580,0,1,40,0,1099823,Mobile Device
16252,2368,42262,2,1,120,7.396812,336.3611242,Edge Cloud
353,0,42256,0,1,40,0,1099823,Mobile Device
22171,302,42580,0,1,207,5.741263,88.65645068,Edge Cloud
353,970,42256,1,1,630,6.626381,241.4591011,Edge Cloud
353,0,42256,0,1,40,0,1099823,Mobile Device
56301,0,20854,0,2,40,0,1099823,Mobile Device
353,1567,42256,0,1,802,5.280234,448.6543589,Edge Cloud
14772,447,42274,0,1,423,5.419809,160.5222619,Edge Cloud
29,0,42250,0,1,224,0,1099823,Mobile Device
11731,2693,42294,2,1,2993,2,2843,Mobile Device
34181,160,42246,0,1,130,5.656904,51.26479078,Edge Cloud
48388,0,42278,15,1,300,15,20,Mobile Device
10082,432,42240,1,1,1546,1,1978,Mobile Device
49511,1074,42278,0,1,852,5.113551,376.6462875,Edge Cloud
3212,232,42258,13205,1,208,13210.4158,0.033307052,Edge Cloud
13313,1138,42277,0,1,629,5.312615,332.6045648,Edge Cloud
25923,36,42250,0,1,36,0,1099823,Mobile Device
10082,60,42240,0,1,104,0,1099823,Mobile Device
26289,0,42257,14,1,300,14,21.42857143,Mobile Device
25923,769,42250,4,1,376,36.238137,31.59654703,Edge Cloud
37903,5230,20854,3,2,1112,8.59997,737.4444329,Edge Cloud
14772,1079,42274,4,1,718,9.030223,198.9984079,Edge Cloud
13313,1358,42277,0,1,696,5.26952,389.7888233,Edge Cloud
56301,0,20854,0,2,40,0,1099823,Mobile Device
37903,458,20854,13,2,730,13,91.38461538,Mobile Device
25923,26178,42250,5,1,9357,10.189831,3487.300231,Edge Cloud
40357,534,42247,71,1,1019,71,21.87323944,Mobile Device
55633,518,20831,3,2,674,3,397.3333333,Mobile Device
25923,466,42250,0,1,701,0,1099823,Mobile Device
56301,0,20854,0,2,40,0,1099823,Mobile Device
18732,0,42264,11,1,496,11,45.09090909,Mobile Device
34181,67813,42246,1,1,2966,6.908336,10245.4484,Edge Cloud
59222,1194,42577,25,1,812,30.911887,64.89412956,Edge Cloud
19873,1497,42262,14,1,863,19.11537,123.460859,Edge Cloud
14772,2919,42274,0,1,1026,5.412103,728.9218258,Edge Cloud
56301,0,20854,0,2,40,0,1099823,Mobile Device
19873,1192,42262,15,1,872,20.030555,103.0425767,Edge Cloud
23731,382,42265,2,1,991,2,686.5,Mobile Device
4511,2589,42266,198,1,3568,198,31.0959596,Mobile Device
11731,2334,42294,2,1,3117,2,2725.5,Mobile Device
22171,317,42580,4,1,539,4,214,Mobile Device
4511,57626,42266,198,1,14906,203.725116,356.0287579,Edge Cloud
983,2710,42266,31,1,506,36.633009,87.78967625,Edge Cloud
7871,120,20853,0,2,120,0,1099823,Mobile Device
37903,258,20854,6,2,453,6,118.5,Mobile Device
19463,2589,42264,4,1,2663,4,1313,Mobile Device
3212,144,42258,0,1,72,5.0028,43.17582154,Edge Cloud
25923,5190,42250,0,1,2294,5.918923,1264.41922,Edge Cloud
56301,0,20854,0,2,40,0,1099823,Mobile Device
56301,0,20854,0,2,40,0,1099823,Mobile Device
10082,6575,42240,7,1,3260,12.131216,810.7183979,Edge Cloud
11132,128,42300,1,1,80,6.849374,30.36773872,Edge Cloud
55633,318,20831,0,2,300,5.659992,109.1874335,Edge Cloud
23731,0,42265,0,1,60,0,1099823,Mobile Device
56301,0,20854,0,2,40,0,1099823,Mobile Device
55633,229,20831,0,2,131,6.282553,57.30154604,Edge Cloud
14772,0,42274,2,1,120,2,60,Mobile Device
56301,0,20854,0,2,210,0,1099823,Mobile Device
56301,0,20854,0,2,210,0,1099823,Mobile Device
56301,0,20854,0,2,210,0,1099823,Mobile Device
37903,5131,20854,1,2,694,6.699555,869.4607328,Edge Cloud
56301,844,20854,15,2,1108,15,130.1333333,Mobile Device
10082,6303,42240,9,1,3323,14.687379,655.3926334,Edge Cloud
7482,5950,42275,11,1,1430,14.329232,515.0310917,Edge Cloud
29,578,42250,0,1,869,0,1099823,Mobile Device
29,595,42250,0,1,1650,0,1099823,Mobile Device
29,614,42250,0,1,1583,0,1099823,Mobile Device
29,627,42250,0,1,1588,0,1099823,Mobile Device
29,753,42250,0,1,1639,0,1099823,Mobile Device
7482,2013,42275,0,1,1714,5.38168,692.5346732,Edge Cloud
29,60,42250,0,1,104,0,1099823,Mobile Device
11731,2554,42294,2,1,2941,2,2747.5,Mobile Device
29,605,42250,0,1,1547,0,1099823,Mobile Device
29,2544,42250,0,1,1636,5.991733,697.6278816,Edge Cloud
29482,1804,9480,163,2,1228,168.871079,17.95452494,Edge Cloud
353,0,42256,0,1,40,0,1099823,Mobile Device
29,3196,42250,0,1,1538,5.463195,866.5259065,Edge Cloud
29,678,42250,0,1,2842,0,1099823,Mobile Device
29482,120,9480,3,2,60,8.657773,20.79056589,Edge Cloud
14772,413,42274,0,1,2237,0,1099823,Mobile Device
10082,0,42240,0,1,59,0,1099823,Mobile Device
55633,59,20831,0,2,99,0,1099823,Mobile Device
30185,10081,42257,66,1,1269,71.170363,159.4764945,Edge Cloud
56301,0,20854,0,2,40,0,1099823,Mobile Device
29,388,42250,2,1,1346,2,867,Mobile Device
29,18020,42250,7,1,3778,28.465874,765.7590278,Edge Cloud
29482,444,9480,1,2,441,6.480523,136.5630521,Edge Cloud
56301,0,20854,18,2,160,18,8.888888889,Mobile Device
29,184,42250,0,1,911,0,1099823,Mobile Device
7482,3112,42275,0,1,4268,0,1099823,Mobile Device
56301,0,20854,0,2,40,0,1099823,Mobile Device
7482,7908,42275,0,1,3250,19.560642,570.431175,Edge Cloud
49511,1074,42278,0,1,852,5.1112,376.8195336,Edge Cloud
14772,735,42274,15,1,849,15,105.6,Mobile Device
29482,261,9480,153,2,443,153,4.60130719,Mobile Device
26289,0,42257,15,1,300,15,20,Mobile Device
10082,7297,42240,14,1,4536,19.128292,618.612472,Edge Cloud
56301,0,20854,0,2,40,0,1099823,Mobile Device
7482,465,42275,0,1,1055,0,1099823,Mobile Device
37903,1175,20854,10,2,1593,10,276.8,Mobile Device
37903,958,20854,10,2,948,15.780435,120.7824753,Edge Cloud
37903,1077,20854,7,2,1101,7,311.1428571,Mobile Device
37903,563,20854,3,2,838,3,467,Mobile Device
7482,623,42275,0,1,5548,0,1099823,Mobile Device
37903,1038,20854,8,2,988,13.85685,146.2092756,Edge Cloud
37903,1066,20854,15,2,961,20.050305,101.095719,Edge Cloud
29482,432,9480,0,2,262,17.322346,40.0638574,Edge Cloud
37903,1066,20854,4,2,935,9.947443,201.157222,Edge Cloud
37903,1096,20854,2,2,1191,2,1143.5,Mobile Device
29482,722,9480,1,2,1050,1,1772,Mobile Device
25923,388,42250,1,1,1084,1,1472,Mobile Device
56301,112,20854,20,2,164,20,13.8,Mobile Device
11731,7297,42294,19,1,2998,24.539489,419.5278883,Edge Cloud
56301,40,20854,0,2,40,0,1099823,Mobile Device
43410,1137,42258,1,1,690,6.989712,261.38416,Edge Cloud
29482,209,9480,154,2,244,154,2.941558442,Mobile Device
56301,0,20854,0,2,40,0,1099823,Mobile Device
37903,198,20854,7,2,353,7,78.71428571,Mobile Device
29482,253,9480,170,2,256,170,2.994117647,Mobile Device
11731,2438,42294,2,1,3117,2,2777.5,Mobile Device
55633,0,20831,0,2,514,0,1099823,Mobile Device
857,912,42270,2,1,246,7.231002,160.1437809,Edge Cloud
15513,80,42295,0,1,596,0,1099823,Mobile Device
51621,230,42251,1,1,278,1,508,Mobile Device
56301,0,20854,0,2,40,0,1099823,Mobile Device
15513,72,42295,0,1,92,0,1099823,Mobile Device
15513,72,42295,0,1,92,0,1099823,Mobile Device
56301,0,20854,15,2,300,15,20,Mobile Device
49511,1074,42278,0,1,852,5.110179,376.8948211,Edge Cloud
43410,1749,42258,3,1,1685,8.080185,424.9902694,Edge Cloud
48388,0,42278,14,1,300,14,21.42857143,Mobile Device
37903,0,20854,0,2,76,0,1099823,Mobile Device
44983,428,20852,1,2,1269,1,1697,Mobile Device
48388,100,42278,0,1,180,0,1099823,Mobile Device
23731,0,42265,15,1,300,15,20,Mobile Device
23731,0,42265,15,1,300,15,20,Mobile Device
48388,0,42278,0,1,60,0,1099823,Mobile Device
23731,40,42265,0,1,135,0,1099823,Mobile Device
11731,4208,42294,61,1,5357,61,156.8032787,Mobile Device
56301,0,20854,0,2,40,0,1099823,Mobile Device
48388,0,42278,0,1,60,0,1099823,Mobile Device
18732,0,42264,18,1,544,18,30.22222222,Mobile Device
48388,0,42278,15,1,300,15,20,Mobile Device
29482,0,9480,0,2,622,0,1099823,Mobile Device
14783,688,42251,14,1,2074,14,197.2857143,Mobile Device
11731,2554,42294,2,1,2941,2,2747.5,Mobile Device
56301,80,20854,0,2,322,0,1099823,Mobile Device
29482,0,9480,0,2,60,0,1099823,Mobile Device
345,68,42577,0,1,120,0,1099823,Mobile Device
56301,0,20854,0,2,40,0,1099823,Mobile Device
29482,184,9480,9,2,276,9,51.11111111,Mobile Device
44983,0,20852,0,2,40,0,1099823,Mobile Device
3212,42,42258,0,1,82,0,1099823,Mobile Device
20013,56,20835,0,2,144,0,1099823,Mobile Device
20013,68,20835,0,2,120,0,1099823,Mobile Device
37903,500,20854,9,2,794,9,143.7777778,Mobile Device
44983,2395,20852,0,2,1232,5.927063,611.9388304,Edge Cloud
44983,1827,20852,1,2,1544,6.120699,550.7540887,Edge Cloud
56301,0,20854,0,2,40,0,1099823,Mobile Device
3212,0,42258,1,1,120,1,120,Mobile Device
18732,0,42264,0,1,48,0,1099823,Mobile Device
3212,0,42258,0,1,60,0,1099823,Mobile Device
37903,6399,20854,3,2,1519,8.960324,883.6734029,Edge Cloud
13313,14873,42277,53,1,1550,33.410208,491.5563531,Edge Cloud
7482,524,42275,0,1,725,0,1099823,Mobile Device
23731,0,42265,15,1,300,15,20,Mobile Device
56301,0,20854,0,2,210,0,1099823,Mobile Device
